Radio hukkam par bhi is hawale se dabao dala jata ke wo apni nashriyat mein Attaullah Esakhelvi ko madaoo karen aur aakhirkar majboor ho kar Attaullah Esakhelvi se radio Pakistan aane ki darkhuwast karni parhi,Non-Bully,
70 ki dehaai ka yeh wo zamana tha jab Attaullah Esakhelvi aik cassette ki recording ka muaawza 1 lac rupees liya karte the,Non-Bully,
"Tahum radio par songs ka muaawza inhe 60 rupey ka cheque mila, jo inho ne cash nahi karwaya aur aaj tak sambhal kar rakha hua hai",Non-Bully,
Sirf yehi nahi bal ke radio par recording se qabal inhe audition ( Awaaz Ki Qaulity ka Imtehaan ) kea mal se bhi guzarna parha,Non-Bully,
"Phir aahista aahista un ki singing ne tabqa ishrafia ke drawing rooms, cars ke sound systems aur video libraries mein jagah bana li",Non-Bully,
Beron e mulk basne wale Pakistani jab Watan aate to doston aur aehbaab ki farmaiysh pori karne ke liye barhi tadaad mein in ke cassette tohfatan le kar jate,Non-Bully,
Is tarah Europe aur Mashriq Wastee mein bhi wo Pakistan ki aik manoos aur maqbool awaaz ban gae,Non-Bully,
1980 mein inho ne pehli martaba British ka tour kiya to wahan bhi dhoom macha di,Non-Bully,
Diyar e ghair mein basne wale in ke songs sunn kar apno ko yaad karte to in ki aankhon se aansoo rawaa’n ho jate,Non-Bully,
Naujawan ladke aur ladkiyan walihana raqs karte to gorey bhi be saakhti ke aalam mein in ka sath dete,Non-Bully,
England aamad o raft ka silsila shuru hua to aik Pakistani nasaad British ladki ko dil de bethe,Non-Bully,
Is tarah wo aaj tak sab ke Lala he hain,Non-Bully,
Yeh aezaaz ab tak Attaullah Esakhelvi ke paas he hai ke recording aur farokht hone wale cassettes mein sab se ziyada in ki singing ke he hote hain,Non-Bully,
Inho ne hukomat e Pakistan se tamgha e imtiaz hasil karne ke sath Malika British se life time achievement award bhi hasil kiya hai,Non-Bully,
1994 mein in ka naam sab se ziyada audio albums recorder karane wale singer ke hawale se Guinness Book of World record mein bhi darj tha,Non-Bully,
Torkham se Karachi tak truck drivers ka safar un ki awaaz ke sath hota hai,Non-Bully,
"President Ayyab Khan, Mohtarma Fatima Jinnah, baaz dosri shakhsiyat ki tasaweer to beshumaar trucks ke aqbii hisson par bani nazar aati hain, Lekin Attaullah Esakhelvi mulk ke wo wahid artist hain jin se wabistegi ka izhaar buses aur trucks ke piche tasweer banwa kar bhi kiya jata hai",Non-Bully,
She played a fantastic role in the drama serial “ Aangan Terha ” with Shakeel Siddiqui and Saleem Nasir ( Late ),Non-Bully,
Bushra ansari received many more different prizes and awards in her life,Non-Bully,
She received an award of Pride of performance and Women life achievement award from Benazir Bhutto,Non-Bully,
She won the PTV award and Lux style award also,Non-Bully,
Bushra ansari performed interesting role in the film “Abhi To Main Jawan Hon” from Geo TV,Non-Bully,
"Yeh beyk waqt actress, singer, host, comedian and drama nigaar ke taur par pehchani jati hain",Non-Bully,
Inka har andaaz munfarid aur har roop judagana hai,Non-Bully,
"sanjeeda acting, comedy, parody, singing, hosting aur ab drama nigari",Non-Bully,
Inho ne har field mein apna loha manwaya hai,Non-Bully,
Jis se in ki do betiyan hain,Non-Bully,
Intehai masroof aur mashoor fankara hone ke bawajood inho ne aik biwi aur maa ka role pori zimmedari se adaa kiya,Non-Bully,
Bushra apni family se bohat ziyada attached hain aur fursat ka tamam waqt ghar walon ke sath he guzarti hain,Non-Bully,
"Career : Bushra Ansari sirf 9 saal ki umer mein he PTV ke children music show, Kalbon ki Mala ki regular performer ban gai thin",Non-Bully,
 To Farooq Qiaser ne inhe apne show Kalliyan ke liye muntakhib kiya,Non-Bully,
Is ke ilawa wo show ke deegar roles ke liye bhi songs gaya karti thin,Non-Bully,
"Bunyadi taur par yeh bahon ka show tha, lekin ise har umar ke nazreen barhe shauq se dekha karte the",Non-Bully,
Bushra ne sab se pehle Iqbal Ansari ke aik drama mein acting ke johar dikhaey,Non-Bully,
Lekin Bushra ko sab se ziyada shohrat Anwar Maqsood ke show Shosha se mili,Non-Bully,
Jis mein bushra ne bijli ka role adaa kar ke meyla loot liya,Non-Bully,
Yeh character itna popular hua ke jab kabhi Bushra Ansari kisi show ke silsile mein beyron e mulk jati to in se bijli ka character karne ki farmaiysh ki jati,Non-Bully,
"Bushra Ansari ka aik aur aeham show Aangan Terha hai, jise Anwar Maqsood ne likha aur us mein inho ne Shakeel Siddiqui aur Saleem Nasir Marhoom ke hamrah yadgar performance di",Non-Bully,
Comedy shows ki bat ho to sab se pehle PTV ki tareekh ke maqbool tareen show Fifty Fifty ka naam zehan mein aata hai,Non-Bully,
is show ko maqboliyat ki bulandiyon tak pohnchane mein Jahan Ismail Tara aur Majid Jahangir ki lajawab performance ka dakhal tha to Bushra Ansari ne bhi apni parodies ke zariye is show ko kamiyab banane mein koi kasar na chori,Non-Bully,
inho ne chehre ke tasurrat aur body language ke zariye in roles mein jaan daal di,Non-Bully,
"Bushra Ansari ne har umer ke role adaa kiye hain, jin mein young, udherh aur old age sab he shamil hain",Non-Bully,
"Personality : Bushra Ansari ko sirf acting mein he malka hasil nahi, bal key eh aik shandar shakhsiyat ki bhi malik hain",Non-Bully,
Yeh guzishta 40 saal se mini screen par apni salahiyaton ke johar dikha rahi hain aur din ba din in ke har sitaron ki tadad mein izafa hota ja raha hai,Non-Bully,
kyun ke wo janti hain ke waqt ke sath sath apne kaam mein kya tabdeeli lai ja sakti hai,Non-Bully,
"dilchasp harkaat, dilkash personality aur khobsurat chehre ki malik Bushra Ansari har umar ke nazreen mein popular hain",Non-Bully,
Chand maah qabal inho ne Geo TV ke show Dolly ki Aaegi Baraat mein Saima Chaudhry ka role play kar ke is serial ko mazeed dilchasp bana diya,Non-Bully,
Yaar yeh be fitt ha.,Non-Bully,
Ap to hero ho  . Autograph do na 😂😂,Non-Bully,
Autograph milay ga ..zroooor milay ga,Non-Bully,
hahahaha ye acha hai :P,Non-Bully,
Apka zehr mjh pe b nae axr kry ga i hv antizehr of ur zehr 😒😊,Non-Bully,
HAahah...han zroor....yar mjhe acha lgta jb yeh ese post krte,Non-Bully,
Hahahaa...qasmay dil ki awaz h meri ye page :-D,Non-Bully,
aala :D :D,Non-Bully,
app k dil ki bhi. :),Non-Bully,
buht achi bat kahi he,Non-Bully,
uff yeh apki paakbaaz soch :'),Non-Bully,
Cara Jvd bilkul aisa hi kuch main apko b kehna chahti hn :D,Non-Bully,
Hahaha wah saen wah 😂😂😂,Non-Bully,
Baari ap to famous ho gai hain ♥,Non-Bully,
Hahaha... ye time ni nikal skta... u r too demanding girl,Non-Bully,
Khushi se hori hy itne likes dekh k,Non-Bully,
Ufff dono kis trha parri hain :D:D chalo na krwao :p,Non-Bully,
Akhir student kis k hnnnnn...😂😉😂,Non-Bully,
Ji bilkul paisaaa wasooool comments,Non-Bully,
aap tau millionaire ban jaen gee,Non-Bully,
"Pskistani jawano, lagatay raho imran khan k doz. aik din number one per aa jAo gay
Tabdeeli",Non-Bully,
Hahaha  tum to hurr jaghaa famous ho <3,Non-Bully,
caption khass ap ky liye :'D,Non-Bully,
Saas bahu ka rishta Nawaz Sharif r mamnoon Hussain ko bhi peeche chore de 😂😂😂,Non-Bully,
"Apnay kharchay khudd uthaa saknay wali independent aurat ko, jo bghair kisi py depend kiye aur bghair kisi ki faaltu bakwaas sunay, (k g mein tou boht azeem aadmi hun k o biwi, tumhara kharcha uthaa rha hun) izzat k sath zindagi guzaar rhi ho, ussay kehtay hain kaamyaab aurat.",Non-Bully,
Meri nazr me kamyab orath wo he Jo khud mehnat or himmat kr k apna career bnaye or peso k lie kisi mrd ki mohtaj na ho.,Non-Bully,
...talaash jaari rakhein aap aik din kamyaab aurat banein gi..😂😂😂,Non-Bully,
Inshallah hum dono kaamyaab rhen apne naik iraadon mein😂😂😍..tune tou shiad dhond liya😂😂🤔ya abhi bhi talaash jaari😂😑,Non-Bully,
Pta Ni Kahan hoty Hain aese kamyab mard 😁,Non-Bully,
Hehehehehe unmarried hona chahiye bs 😁,Non-Bully,
Oooppss to phle bolti na dash mjhe lga Meri pysri dost mere liye soch rhi hai 😂🤣 chal tu rakh Lena😁,Non-Bully,
kamiyab aurat bnna chahti hun meri sadgi dikh mai kya chahti hun 😂😂,Non-Bully,
Mai khud kamyab bnna chahti ho samw khwab hai hmare yad nae tme😂,Non-Bully,
Meri jesi kamiyabiyan na karna tum log... go for a mzeed rich bitch!! ✌🏻,Non-Bully,
mil jae ga dnt worry,Non-Bully,
Dekho wo hum ny reject krdia na ye b kaamyabi hi hoti hai😂,Non-Bully,
32k mn kia hoga yr xD,Non-Bully,
Abhi 5o party shoro hoi he,Non-Bully,
Jo wife ko apni pay k mutabiq kharcha krae wohi kamyab mard hy,Non-Bully,
Hahaha  kal ki debate k baad kamyab aurat ka award aap ko jata hai,Non-Bully,
Hahahaha shukria shukria,Non-Bully,
yani hum dono kamyab hain 🤣🤣,Non-Bully,
kyn k tu khud ek kamyab aurat hai lol apni mehnat se 🤣🤣,Non-Bully,
mere pas kamyaab maa hai. 😂😂😂😂,Non-Bully,
Yeh tou hai mard apni biwi ki kismat say hi kamaata hai,Non-Bully,
Hum hun gay kamyab aik din ,Non-Bully,
Mene dhoundh lia akhir 💃👫 😛😉♥️😍  I m lucky 😁🤫,Non-Bully,
hum honga kamyab aiek din🙈🙈😂😂,Non-Bully,
Allah Tallah hama b aisa hi banda da 😂😂😂😂,Non-Bully,
hum 2no e kamyab hain 😀😀😀😀,Non-Bully,
wo kya hai k meiny apny kharchy mukhtasir krny ka soch liya hai🤣,Non-Bully,
hum kaamiyab hein 😉,Non-Bully,
Jab dono khameeyab Haan tou Bari kushe ki bat ha jasy men khmeeyab mard,Non-Bully,
Allah khair kay ga,Non-Bully,
Alhamdulillah me kamyab aurat,Non-Bully,
bilkul sahi kaha,Non-Bully,
bhai app kamyab hain 😂😝,Non-Bully,
Although ham nay apny kharchay kam kr liay han hahahahahahah,Non-Bully,
MashaALLAH ALLAH pak sb k leay acha keray ameen,Non-Bully,
ameen han sana no extravagence,Non-Bully,
bt dil ko achi lgi.,Non-Bully,
Point pe hy puray 😋,Non-Bully,
ye hoti hai kamyabi 😂,Non-Bully,
"Koi ni, perfectly imperfct tou mil jye ga😉",Non-Bully,
Mil jaye ga .... Apna dhondh ln phir tmhry leay b 😉,Non-Bully,
"Haha acha chlo koshish krna dono bhai hon, aur bara vala mra🤣",Non-Bully,
Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,Non-Bully,
"Har pal har dum azam hmara
Sb sy perfct jo vo shakhs hmara😂😂😂😂",Non-Bully,
Lkn phr b roub tou bari ka hi hota😂,Non-Bully,
Yr wesy mil k sb ko set kr dyn gyn 😂,Non-Bully,
Ptq ni ab set krengy ya khud set hongy😔,Non-Bully,
Bs sai wa swery fir uni da hostel done ay :-D,Non-Bully,
Haha idea bura nai tha wesy chalo nxt sae 😎,Non-Bully,
"Xactly,cup apna,spoon apna... SAKOON APNA ....😜😛",Non-Bully,
Aisaaa hi hai...,Non-Bully,
tere lye bday gft mil gya😉,Non-Bully,
koi issue nai bhale mera cup use karen 🤣 beta meri bottle b har koi use karta hai,Non-Bully,
Pyar bharta h ase,Non-Bully,
Kiaa pata behna shareef ho,Non-Bully,
shareef hi hai,Non-Bully,
tm dost ho yar keh skti ho,Non-Bully,
me idhr b aisi hun apko islamabad ka shak pra rehta🤣,Non-Bully,
Alhumdulilah ghalazat to nhi hai 😈😯👊👊👊👊👊,Non-Bully,
hahahhaahaha me to kahin sa b maesna ni lgta .tumhain pta ni kaisay lgta,Non-Bully,
Hahah hum bi apko sharif hi smjta han jnb,Non-Bully,
Haha Haha haye mei war jaon🤣🤣🤣,Non-Bully,
tm mere kch kehne se pehle he smjh jatay ho sb,Non-Bully,
Woh to MASHA'ALLAH se meri qabliat Hai.. ,Non-Bully,
Aur masoomiyat bhi ,Non-Bully,
ye apke liye likha gaya hai ... area per square eench :P,Non-Bully,
Bhai main ek shareef insan hon :-P,Non-Bully,
yd h aik mohtrma hua krti ti shareeef tareeen bibi 😂😂😂,Non-Bully,
Haha...mtlb main shareef nazar aati hun...😜😁,Non-Bully,
Wyse main shareef hun b...😂😉,Non-Bully,
no galazaat,Non-Bully,
Wo to shukar hy aesi technology ai nh abhi😂😂,Non-Bully,
shreef bcha,Non-Bully,
hn hn bohot shreef,Non-Bully,
Bolti rahu but ma messani ni,Non-Bully,
bht saaaf or shareeef hun koi ghalazat nai 😂,Non-Bully,
wah wah kia soch pyi hy shahneez😂,Non-Bully,
dair aye pr drust aye 😂😂,Non-Bully,
hi rabi tu kitni famous hu gai,Non-Bully,
😀 meray shareef dost,Non-Bully,
Hell true :-/ waday tusi sharif hunh,Non-Bully,
Han koi shak ni,Non-Bully,
pyari baat,Non-Bully,
....ap k liay kuch khoobsurat batain😎🤗,Non-Bully,
Haha dafa karo aj kal ghlazat sy door he rehta hun :-D,Non-Bully,
Ap b shreef hain isi leye mn apko shareef lgi 😊😂😂😂😂,Non-Bully,
Sahi Kaha😂😂,Non-Bully,
Shabash khabeesni ..sahi boli aik dum !!,Non-Bully,
Aur tm safai se kr jati ho 👊🏻👊🏻😒,Non-Bully,
Saif tumhry kapry nusrat api pehan sakti hain...nhi na... tu phir...,Non-Bully,
Moqay py choka,Non-Bully,
Sb hi mazay k hain,Non-Bully,
aja pilati😝😝,Non-Bully,
Janeman sari chizaaay kehlaooo gi treat pr,Non-Bully,
Dabba Khali is liye ho ga kyun k tum kha chuki ho gi na 😂😂😂,Non-Bully,
Sharab pin gy wd sheesha 😂😂😂 sutty lgain gy jani sutty,Non-Bully,
ye ly or fkr na kr hm 7 7 hain,Non-Bully,
Peene wala bann aja.. tujhy sahi se coca cola pilaoga..,Non-Bully,
Buri bat achhy bchchy galiyan nhi dety,Non-Bully,
nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea😎,Non-Bully,
ap mahaan ho ap india chaly jao 🤣,Non-Bully,
anum tum kini pyari ho,Non-Bully,
Bas bas bhan itna pyar na do samhala nae jay ga😂😂😂,Non-Bully,
aray is se b ziada don gi ane to do😄,Non-Bully,
Achha krti ho,Non-Bully,
Sae kha,Non-Bully,
Allah ka shuakr hy ye tw hum per 😂,Non-Bully,
changi gal hy,Non-Bully,
hum girls hn isliye judge kr skti hn but as a psychologist nhe kr sktien...ajeeb bat h😂😂 mem ko btaen gy hum kr skti hn judge bcoz we r girls😈😝,Non-Bully,
tab main tumain btao ge na 😂 aur bhe maza ae ga,Non-Bully,
ya ya.. they have all rights to do that with out any regret 😂,Non-Bully,
Hahhahaha kesy hm apny points ko defend krty hy use hm BBA krny k bad bhi lawyer bn skty hy 🤣🤣🤣🤣🤣,Non-Bully,
wo to hm bne bnaye hain 😉 😂😂,Non-Bully,
Hehehe bs kbhi Gharoor nhi keya😂😂,Non-Bully,
"Hahaha ap Tu bhot ""masoom"" Hain 😂😂",Non-Bully,
Don't care :-D..judge kro hamen or saro :-\,Non-Bully,
"our ""Aja khedeye"" is zada cute 😂😂",Non-Bully,
Uper waly portion will always welcome them😂,Non-Bully,
Hahaha a jaoo yahe kam best haii ab 😂😂😂,Non-Bully,
Or check kr hamari predictions almost such b niklti then :D hahaha,Non-Bully,
Or baray achay say Yeh kaam hum anjaam detay hain😄😂,Non-Bully,
bs dehko urdu agye parhna :')😂😂❤,Non-Bully,
Hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one😂😂😂😂,Non-Bully,
Tmara pasandeedaaa kam :-D,Non-Bully,
fav kaam hai hummara yaar.,Non-Bully,
hmri jugjmnt kaml ki ha nw 😛😂😂😂😂,Non-Bully,
Hahahaha bht hi enjoy karty thy hm gari me fiza k sath b ..,Non-Bully,
O haan fiza Hahha usy kdr bhool skty hahahha,Non-Bully,
Hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,Non-Bully,
"Tu jahan mein wahan, meri aziz:')",Non-Bully,
😂😂 men samjha ap ne likha h ao logon ko haj kratay hen lol,Non-Bully,
behtreen hogaya 😂😂😂,Non-Bully,
Jao ja k hajj kro,Non-Bully,
ajao yah hmara fvrt kam ha 😁,Non-Bully,
Hahaha hum to master hain is kaam mein 😂😂,Non-Bully,
ajao...ajj main mood main houn,Non-Bully,
Haa sahi gaalh aaah..,Non-Bully,
ao un k gunah kum krty hain 😂😂😂,Non-Bully,
Aur unhy pak krty hain😂😂,Non-Bully,
tbi wo white lgty hain 😂😂,Non-Bully,
Hmari tu prediction b sahe hoti hai,Non-Bully,
fiqr na faqaa aish kr kaka,Non-Bully,
"Jaani grand party hogi I am overexicted for your day😎😂❤
 Tu lagdi Lahore ki cause Tera Mohn chetaa hath kalay💁😂",Non-Bully,
Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,Non-Bully,
Hahahahah idea axhw h  api,Non-Bully,
Jizroor ..... Mei apne aunty  ka dilse Shukriya Ada krti huu 😂😂😂😂,Non-Bully,
anty ko thanksss bol...anty I love you😍 thanku so much😂,Non-Bully,
Mera to Salam bol pair chhuuuh anti ne mjhe Jo btya tha hahahahahahahahaha,Non-Bully,
yes of course i'm thankful to your parents namooni :* <3 <3,Non-Bully,
aunty ka bhot bhot shukriya krdena meri trf se,Non-Bully,
phupo ko thanks bolin meri trf sy bht bht 😂😂😂😂😂😂😂,Non-Bully,
Uncle anti ko dill ke gahriyoen sa thanks bolna mere traf sa 😍😂😂😂,Non-Bully,
aunty uncle ko yaad se thnku bolin meri taraf se 😉😂,Non-Bully,
aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),Non-Bully,
Woi naa khushaal gharanaaa hamra😂😍,Non-Bully,
bht shukria rna m apni dil diyan gallan kisko sunato😅,Non-Bully,
....mairi taraf sy uncle aunty ko thanks bolna,Non-Bully,
uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna 😂😂,Non-Bully,
Hahahah ok ok Aur meri taraf say be uncle aunty ko shukriya keh Dena 😂😛,Non-Bully,
apny apny ami abu ko mri trf sy shukria. Bl dy,Non-Bully,
Hahahaha meri trf se b uncle aunty ka dhanaywaad😝😝,Non-Bully,
Kancha item dia h inshort😂😂😂😂,Non-Bully,
meri zindagi k tum anmol namonay 😝,Non-Bully,
Hahaha dekha hamari importance 😉,Non-Bully,
Dekh lo beta hum namono k bagair tumahara guzara bhi nahi 😉,Non-Bully,
shukriya bht bht aapke parents ka k mujhe yeh gift diya unho ney 🎁🎁,Non-Bully,
thank u uncle anty 😘😘 warna mai incmplte rh jati 😅😅,Non-Bully,
shukr hy ye namoona peuda kya. Thanks to uncle aunty 😂😂😂,Non-Bully,
By itkhtyr qahqa laga h myra😂😂😂😂 tm b bst sy opr ho,Non-Bully,
Hahahahahahahahahahhaha haso haso wanjo kri krto😁😁,Non-Bully,
tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene..  ab tmhari b aari birthday unka b krungi😚😚,Non-Bully,
apni mama ko zarur thanks keh dena from my side 😘😘😘 loveeee bohat cute ho tm,Non-Bully,
Aunty ko bhttt bhttt shukriya kehna,Non-Bully,
Hahahahaha bas bas is khushi Mai Kal dilpasnd ki meethai le aana,Non-Bully,
humy  k parents ka shukriya krna chahiye,Non-Bully,
uncle aunty ko meri trf se 21 topon ki salamiii....😂😂,Non-Bully,
aunty ko mri trf se thanku bol dena with kissy,Non-Bully,
Its a Great Pleasure😉😂,Non-Bully,
mn khudhh aungi specially,Non-Bully,
dill ki gehraion se dhanywaar 😂,Non-Bully,
.😂 Thanks boldenA meri taraf Se,Non-Bully,
thank u bol apne parents ko meri taraf se 😂,Non-Bully,
Hahah wai I owe a special thankyou party to uncle n aunty then 😜,Non-Bully,
"D ke la ma ta tag koli,BTW a big thankooo😘😘😍😂",Non-Bully,
Beshak 😂😂 kissi or k bas ka kaam nh ya 😂😂,Non-Bully,
Sana Butt Should i tag your mama? 😂,Non-Bully,
tum na paida hti to kya hta mra,Non-Bully,
mama ko zaroor thanks kahin 😂😂😂😂😂😂,Non-Bully,
k momy daddy apka thankyu 😜😜😜,Non-Bully,
Thank u mommy daddy 😂😂😂tu tau nawafil parh apne ami abu k liye #iykwim😆😉,Non-Bully,
Yeah cx they deserv .... akhir koi km karnama nae kia shukrany k nafanil ada krny hi chaheay 😜,Non-Bully,
meri taraf se bohat shukriya.. :p,Non-Bully,
aunty specaily ap ka bht shukriya😂😂,Non-Bully,
antiii ne bht naik kaam kiya 😅❤,Non-Bully,
I grateful to ur parents 😂😂,Non-Bully,
Thank you so much aunti 😁,Non-Bully,
Main tou fakhar kar rahi hun 😂,Non-Bully,
Alhamdulillah ❤,Non-Bully,
mai shukar guzar hn ami abu ki :-/,Non-Bully,
special mili hon bai mein touuu,Non-Bully,
thankyou bolna ami baba ko 😂😂😂😂😂,Non-Bully,
ama ko thanx kehna apni😂😜,Non-Bully,
Still u r my buddy 😘,Non-Bully,
", 😂 Aunty Fari ko shukria kehna 😂",Non-Bully,
tell Aunty bauhat shukria 🤣,Non-Bully,
Haha i love u so much meri jan,Non-Bully,
thanks to parents,Non-Bully,
thankew sooo mch anty 😁😁,Non-Bully,
Hahaha .... ma zaror karu g,Non-Bully,
Hahaha thk ha g zror krna,Non-Bully,
😁😁👍,Non-Bully,
phupho thanku ❤️,Non-Bully,
thank u JAAN G 😉😜,Non-Bully,
Uncle aunty ka shukriya ada karna :D :P,Non-Bully,
uncle aunty shukriya karna 😂😂,Non-Bully,
Lol same to your parents as well,Non-Bully,
bht hi na shukari ho waisay,Non-Bully,
hahahhaa shokhi,Non-Bully,
Shukriya shehzadi auntie,Non-Bully,
meri maa ko khushi honi🤣,Non-Bully,
Anyaa ye tm.ne kha tha mjhe😂😂😂❤💋,Non-Bully,
Lol,Non-Bully,
aunty ko shukria kehna :D,Non-Bully,
Okay 😂,Non-Bully,
yaar apne mamaki id btaaa,Non-Bully,
chor tujhe unki nazar mn girana nhi chahti 😉,Non-Bully,
:D :D bs dil se dil ko raah hoti hai :D,Non-Bully,
Hahahahaha wah,Non-Bully,
uncle ko tag kron.?,Non-Bully,
Tum kro or agla 1 ghanta bad face to face thanks krna aya ga,Non-Bully,
robina aunty ka shukria adda kr dun unhe add kr ke 😂,Non-Bully,
Heer Naqvi,Non-Bully,
Hassan Husnain,Non-Bully,
reply kia na,Non-Bully,
Mjhay nahi tag Kia 😑🤬,Non-Bully,
YE aunty ko dikha do Please :D,Non-Bully,
uncle aunty ka num de,Non-Bully,
Haniya Khan.,Non-Bully,
Hahaha😂,Non-Bully,
Aunty i love you ❤💛,Non-Bully,
Zaib Usman😂,Non-Bully,
